BlockId,Label
blk_-4657423175636611807,Normal
blk_-6168484338203583997,Normal
blk_-3172594752427649592,Normal
blk_8285441926344578159,Normal
blk_7415823309220171667,Normal
blk_-3396836569886642130,Normal
blk_70980361971054326,Normal
blk_-5427918313707752877,Normal
blk_6749232449432458524,Normal
blk_-3275237990609680332,Normal
blk_-4673509946769671609,Normal
blk_7206839389762980382,Normal
blk_-8949548167466276130,Normal
blk_-7854501109698465657,Normal
blk_-8584158329012779023,Anomaly
blk_-4468166796563085237,Normal
blk_-463998587096565542,Normal
blk_578261619176233743,Normal
blk_6499414220139660338,Normal
blk_-3897674589140998025,Normal
blk_7360639743953947587,Normal
blk_4640277741339926850,Normal
blk_-3573208405519699182,Normal
blk_4154740411570608045,Normal
blk_5163387277374142808,Normal
blk_8188837227311063557,Normal
blk_7108974241330205218,Normal
blk_-7353572928777348242,Normal
blk_-424018194735922479,Normal
blk_-4208396523159735354,Normal
blk_-1733803097614960767,Normal
blk_7572868180557515526,Normal
blk_4658551441818960395,Normal
blk_-7603795308074215276,Normal
blk_7721951162137927252,Normal
blk_2156262111024914941,Normal
blk_-2004529166303428909,Normal
blk_-5817942497672492100,Normal
blk_-7512746652453970810,Normal
blk_2618566506268332756,Normal
blk_3921292580505776296,Normal
blk_-265588615173040885,Normal
blk_-4598246018559857954,Normal
blk_5971534893446541111,Normal
blk_4742178675580222210,Normal
blk_-900229825899812461,Normal
blk_300967862449910205,Normal
blk_2059389709317340334,Normal
blk_1960893136630391966,Normal
blk_-6865167803683277211,Normal
blk_-7548149518969960333,Normal
blk_1321799290531408498,Normal
blk_-795209964982424254,Normal
blk_6093858391888371854,Normal
blk_-531469051872229488,Normal
blk_-7716943410942322104,Normal
blk_-6884056342993438262,Normal
blk_-4092973201423074374,Normal
blk_-2557432794238860908,Normal
blk_-8214089520956286311,Normal
blk_-4831379247767940447,Normal
blk_-3734839878416656496,Anomaly
blk_6881216037013929188,Normal
blk_7347539858784653625,Normal
blk_3332848207645320273,Normal
blk_3235988328669699941,Normal
blk_3940282600163903101,Normal
blk_-5718504625725408070,Normal
blk_-5808893254440551816,Normal
blk_4182287230523664560,Normal
blk_4233013542759682998,Normal
blk_3585424189730250601,Normal
blk_391507259220628397,Normal
blk_-5680441982827916621,Normal
blk_995094303184954394,Normal
blk_2089955821703690032,Normal
blk_1151012386083696649,Normal
blk_-9171930401624803515,Normal
blk_2282833575688432184,Normal
blk_7541621664406141215,Normal
blk_4149909442914612270,Normal
blk_3960527526103274525,Normal
blk_-852118157909078164,Normal
blk_8615522912610884162,Normal
blk_-185994527242886002,Normal
blk_8761786041973172187,Normal
blk_-5471660287004025096,Normal
blk_-5542336029922582303,Normal
blk_3755116621101133849,Normal
blk_165707910410871749,Normal
blk_2957756905007569214,Normal
blk_4884219613602801814,Normal
blk_6698851413708497072,Normal
blk_6730979070070986233,Normal
blk_-7056746602297676104,Normal
blk_8473858691873523269,Normal
blk_8950932638808086257,Normal
blk_6039898256291822367,Normal
blk_6686361711974377273,Normal
blk_1689772850125323349,Normal
blk_-7988596544606686086,Normal
blk_6542592144596063478,Anomaly
blk_5729560286355779655,Normal
blk_-989798817617753264,Normal
blk_-2242088550278361724,Normal
blk_5602895463700536678,Normal
blk_7580930377559819562,Normal
blk_-4385347171136037814,Normal
blk_429279891070363457,Normal
blk_-8294986551316947211,Normal
blk_-1680175975862749862,Normal
blk_-1598760065436384831,Normal
blk_-6891122177443047531,Normal
blk_5176179471361959897,Normal
blk_-9132218772786220159,Normal
blk_6323743466920239525,Normal
blk_-2901266958756042716,Normal
blk_-7948158002985968470,Normal
blk_-8974021306351083168,Normal
blk_-4917866339076366459,Normal
blk_8384329882986724706,Normal
blk_8063831442998721547,Normal
blk_-4468645577339843974,Normal
blk_9121519145462575118,Normal
blk_-6773301007994789531,Normal
blk_-878226404201600469,Anomaly
blk_-6031720401337601269,Normal
blk_-5159573936338473350,Normal
blk_-8641647081502666269,Normal
blk_-703436021914343546,Normal
blk_7400944190976416273,Normal
blk_3542047035353248258,Normal
blk_-736188013503336717,Normal
blk_1188202922232921994,Normal
blk_-9049344623659872649,Normal
blk_6392434729242722288,Normal
blk_-5624558200776510955,Normal
blk_4575129504644372394,Normal
blk_107727140948970996,Normal
blk_8574493302165689212,Normal
blk_2353918919834315845,Normal
blk_5574898547439146021,Normal
blk_1714886759174770356,Normal
blk_2474460483915499078,Normal
blk_8442157310069672329,Normal
blk_7851643274522055587,Normal
blk_8097409435735325492,Normal
blk_-966013175018359901,Normal
blk_1481009974400305784,Normal
blk_-3300851862683571086,Normal
blk_-2035996502664501008,Normal
blk_-6802153775367591521,Normal
blk_8222237992861447018,Normal
blk_7017399031777870797,Normal
blk_8302956190102508375,Normal
blk_-7369651436133452001,Normal
blk_6556854018013706836,Anomaly
blk_1639683981444528748,Normal
blk_-2583370070230800221,Normal
blk_355286618997526877,Normal
blk_392347292517057138,Normal
blk_5525607749827896334,Normal
blk_6809155287484296510,Normal
blk_-5908283405801966540,Normal
blk_-4654885003331291932,Normal
blk_-8923698979247229952,Normal
blk_-8353423262983821010,Normal
blk_-2321016155994168744,Normal
blk_8981795097778421111,Normal
blk_-2151458111813215098,Normal
blk_1979447750586388860,Normal
blk_-1733154814375651491,Normal
blk_-3187293586306086277,Normal
blk_-7914996925059840931,Normal
blk_5379939266348893280,Normal
blk_-1263913006422225885,Normal
blk_641646158310569454,Normal
blk_5938666289587069744,Normal
blk_8556592730481313831,Normal
blk_-3242342105286997235,Normal
blk_-1941312615450572331,Normal
blk_-4473277914543734578,Normal
blk_-8835758154471700679,Normal
blk_231502148921342925,Normal
blk_323887415551221572,Normal
blk_1379455396847512711,Normal
blk_1349228381785843634,Normal
blk_-7893636450787030202,Normal
blk_-6754647973871368247,Normal
blk_-7539658633533020967,Normal
blk_6406847509870023726,Normal
blk_-1368324087589035770,Anomaly
blk_-8130925109202184099,Normal
blk_-8167717961644709843,Normal
blk_-5777981614298940026,Normal
blk_-328970571549408286,Normal
blk_4231049049582051919,Normal
blk_8048594464172649365,Anomaly
blk_-7170175035335391571,Normal
blk_4992622607400168655,Normal
blk_7661189768086976193,Normal
blk_8971893898579544235,Anomaly
blk_-7418372263556457716,Normal
blk_4294115716822011564,Normal
blk_-3417101330634563680,Normal
blk_708101772844351082,Normal
blk_-5610308397633191834,Normal
blk_2468407162668753567,Anomaly
blk_2147212041377545584,Normal
blk_9081834782322008396,Normal
blk_-7159695919045792245,Normal
blk_8850044049297409379,Normal
blk_-8393060055740236791,Normal
blk_5174461779237739025,Normal
blk_-5861348317118763621,Normal
blk_8561332122820208519,Normal
blk_-8377763431920892140,Normal
blk_1463530401988623658,Normal
blk_7841365850685201915,Normal
blk_-1728983474612515818,Normal
blk_5203504995927133832,Normal
blk_6238543795209416553,Normal
blk_8007544297333060851,Normal
blk_-5934436507161953485,Normal
blk_4599950495841528213,Normal
blk_-8524952715666214329,Normal
blk_2426255659473300323,Normal
blk_815809455641029563,Normal
blk_-5882295985950637419,Normal
blk_-1485109068671160157,Normal
blk_3586596428873150919,Normal
blk_-5927343391895571936,Normal
blk_-7815259387557421424,Normal
blk_3358274959811806117,Normal
blk_8907528844412790999,Normal
blk_5262186175243998904,Normal
blk_9142114171015520823,Normal
blk_-8547071368131084410,Normal
blk_-1704027189958470814,Normal
blk_-2023442822091562967,Normal
blk_1779145401405339993,Normal
blk_-337665304078248571,Normal
blk_7705518309270121951,Anomaly
blk_-9120005470237070778,Normal
blk_3849239820458663566,Normal
blk_6413710007211667486,Normal
blk_8962411947457130719,Normal
blk_6490003020931145707,Normal
blk_5648034804629064273,Normal
blk_6048652012880073760,Normal
blk_-1657856234642335063,Normal
blk_5912213716795619450,Normal
blk_-5534560875087182998,Normal
blk_2691304991047255190,Normal
blk_3376391218693716925,Normal
blk_-5718873743060788176,Normal
blk_8708862520108736953,Normal
blk_3894335463008345041,Normal
blk_2180875151184358991,Normal
blk_-2989288139685694818,Normal
blk_4433676399725693167,Normal
blk_6245594177708848366,Normal
blk_-5644397018622018109,Normal
blk_-6986311820863339652,Normal
blk_-4311652947826112510,Normal
blk_6138894560185644209,Normal
blk_-7115635482536854135,Normal
blk_207875475387433291,Normal
blk_-1956140031907143783,Normal
blk_7534378757788640871,Normal
blk_-2907776069874917892,Normal
blk_352185875883785141,Normal
blk_-5802915611610989626,Normal
blk_8196657927516481490,Normal
blk_-5029807829679779067,Normal
blk_-3657751236932275338,Normal
blk_1594026090263820445,Normal
blk_-5014786445735476734,Normal
blk_-6299730951392868297,Normal
blk_-4844505495441326897,Normal
blk_-7668075074035173978,Normal
blk_-3575568207121859434,Normal
blk_-2890295200276774269,Normal
blk_-6454539193224916125,Normal
blk_157913239647511296,Normal
blk_-5429042599096020592,Normal
blk_-4325209272072286951,Normal
blk_-1573544581830458089,Normal
blk_-608202790716579401,Normal
blk_-6934248664959947757,Normal
blk_-5739126205963920408,Normal
blk_-2082401934988378573,Normal
blk_-9056865861421808370,Normal
blk_7627900514276120558,Normal
blk_-1250775350296476256,Normal
blk_2389216938154332862,Normal
blk_7430820184211246929,Normal
blk_-1335063409877429524,Normal
blk_2866275036574950116,Normal
blk_3224393364314749254,Normal
blk_5736622945587812309,Normal
blk_-4071286774767564790,Normal
blk_-6811519872198278365,Normal
blk_6748710057489679257,Normal
blk_6147898566868510104,Normal
blk_1833093108290599780,Normal
blk_-3854777877236596649,Normal
blk_6894918622505820383,Normal
blk_9163807899833139121,Anomaly
blk_-6053005391233809507,Normal
blk_3941798034503185737,Normal
blk_-1754204887541031211,Normal
blk_-1046472716157313227,Normal
blk_6491424745418112176,Normal
blk_-17685631368401548,Normal
blk_-4265150363959543078,Normal
blk_8924207394547472950,Normal
blk_-4526931594457272384,Normal
blk_5390763359901143305,Normal
blk_2430417102497887445,Normal
blk_-747046374856916711,Normal
blk_-11867600358649678,Normal
blk_2259206517962925438,Normal
blk_5062112794659861146,Normal
blk_-116589515245909549,Normal
blk_4628975089896927394,Normal
blk_4863571548336254624,Anomaly
blk_-8015797075596093783,Normal
blk_-764747190320632607,Normal
blk_-1675768179383804109,Normal
blk_1155029843511109085,Normal
blk_9060964400089016309,Anomaly
blk_-1417908110808566576,Normal
blk_-7483426835701512490,Normal
blk_-6160667975382232149,Normal
blk_-3752135158991310104,Normal
blk_-1227720343537039835,Normal
blk_3876184938151091897,Normal
blk_-8649503431827393598,Normal
blk_3695169334833427187,Normal
blk_-6883339133893273874,Normal
blk_6055109613223910610,Normal
blk_-1868325377308234190,Normal
blk_-6338549285508312302,Normal
blk_-900758580041645081,Normal
blk_-1281276222788579863,Normal
blk_3729730843466061623,Normal
blk_1756478622414930264,Normal
blk_-4165562468976768862,Normal
blk_-6555060221133060529,Normal
blk_-7637577152926063076,Normal
blk_3274968259628929519,Normal
blk_1553688227908800900,Normal
blk_-3295982945091621137,Normal
blk_9076677650086747187,Normal
blk_3181161977343808286,Normal
blk_-1180596628202464893,Normal
blk_2341651676737321162,Normal
blk_6807535563873595117,Normal
blk_7513976340045981966,Normal
blk_-749176535135404637,Normal
blk_-7909610753867924116,Normal
blk_-7247291679155656679,Normal
blk_-6369730481066968769,Normal
blk_7780461223860192433,Normal
blk_-1141332313413855099,Normal
blk_2084123600915946046,Normal
blk_92273823183917102,Normal
blk_3016571528120363023,Normal
blk_-6921441628286995043,Normal
blk_3539852484771802299,Normal
blk_-7678242108759603056,Normal
blk_-3183355402229300197,Normal
blk_-7526023914950151999,Normal
blk_3222673463853349950,Normal
blk_-5963475042722370536,Normal
blk_-6380328072112550668,Normal
blk_-7527506469734664572,Normal
blk_9072486569292195232,Normal
blk_-2492400942012223395,Normal
blk_-4455205822455130625,Normal
blk_3777399812922072863,Normal
blk_-765820154946060546,Normal
blk_-4633546693082073737,Normal
blk_6799391641508508235,Normal
blk_1002945451269828722,Normal
blk_566413670355737377,Normal
blk_-4165176068096983220,Normal
blk_2819581679409796253,Normal
blk_1512923509505250283,Normal
blk_5955377624764578810,Normal
blk_285336326661214154,Normal
blk_-7464161062429228045,Normal
blk_449049393237281194,Normal
blk_5018765878120211503,Normal
blk_-7458279618877678162,Normal
blk_-8351015090014570293,Normal
blk_3764801892187716497,Normal
blk_313888672758374538,Normal
blk_-3491385689517593364,Normal
blk_-2243784245784480521,Normal
blk_-4052810234606327693,Normal
blk_-5102453487463005287,Normal
blk_-1525964299678787959,Normal
blk_-6695620358347030339,Normal
blk_5915244038969911075,Normal
blk_-7513928662244669476,Normal
blk_7924393760966842810,Normal
blk_3243316191092266549,Normal
blk_8229768485681546149,Normal
blk_3206064173813164493,Normal
blk_-1957299792594627113,Normal
blk_7045475543362904558,Normal
blk_6745520736924802462,Normal
blk_-6802124772693111025,Normal
blk_-1690784932539647416,Normal
blk_-5205950257901523262,Normal
blk_6880728743505526406,Normal
blk_-1649239999940418046,Normal
blk_6928449948805597176,Normal
blk_5256716488526744434,Normal
blk_2529569087635823495,Normal
blk_3764836840384130740,Normal
blk_-577659324269246113,Normal
blk_3020717811556957482,Normal
blk_6137960563260046065,Normal
blk_-6909400912794057067,Normal
blk_8249475180346179102,Normal
blk_-5045144756510626150,Normal
blk_752365829198406123,Normal
blk_5663417083925711869,Normal
blk_-2014243777892518956,Normal
blk_-8123824094195108685,Normal
blk_167132135416677587,Normal
blk_-290874442865281380,Normal
blk_-7168328752988473716,Normal
blk_2080318574920472813,Normal
blk_5953577136151423920,Normal
blk_-2780312306380730204,Normal
blk_-154600013573668394,Normal
blk_-633826175832239328,Normal
blk_-6540455811923725840,Normal
blk_6308888821787547357,Normal
blk_4638603954320058978,Normal
blk_-4651707530079874243,Normal
blk_5115892145206906855,Normal
blk_-2421414377433740760,Normal
blk_-420564586555502239,Normal
blk_-3091906986951252347,Normal
blk_-4068751061953213467,Normal
blk_-3025440686907267472,Normal
blk_-420818767915591010,Normal
blk_8422946850755720617,Normal
blk_-5646228903161999640,Normal
blk_-7024895786822269814,Normal
blk_-4430291708660291878,Normal
blk_3813891701916249413,Normal
blk_-6250368566161066085,Normal
blk_-6213380972217661202,Normal
blk_903961454948542202,Normal
blk_4812792845864526586,Normal
blk_3954386352306480748,Normal
blk_5570475465835003801,Normal
blk_-3510473878877779134,Normal
blk_-9190864897806028230,Normal
blk_-4342304152206614489,Normal
blk_-190773840747023361,Normal
blk_-5580048401594934039,Normal
blk_6640583412927022083,Normal
blk_-1332315107905285608,Normal
blk_2654596473569751784,Normal
blk_5202581916713319258,Normal
blk_4873550540813847659,Normal
blk_3550669278239526374,Normal
blk_-1133573997287815203,Normal
blk_2740792916077430444,Normal
blk_-1842096107468319932,Normal
blk_2851869865185325732,Normal
blk_-8965508153794244104,Normal
blk_1074754942323612586,Normal
blk_-7727864185516010230,Normal
blk_-4779205255695723216,Normal
blk_2261089810991980611,Normal
blk_5335498635665743905,Normal
blk_-2332150303475653460,Normal
blk_-5144503768267321004,Normal
blk_1927336911952959118,Normal
blk_2111886617384066018,Normal
blk_-2506231977021079951,Normal
blk_4330492872922862223,Normal
blk_-8347949825960763812,Normal
blk_6918427074195439966,Normal
blk_5813361416484537967,Normal
blk_4284688617983009262,Normal
blk_-7778922135767840250,Normal
blk_-2313277713021896570,Normal
blk_-7350482598011027441,Normal
blk_-8695715290502978219,Normal
blk_-3607860197409267245,Normal
blk_4178945095089206682,Normal
blk_-3363550789841756902,Normal
blk_4577632468651859430,Normal
blk_345577139488306634,Normal
blk_-2680500627064966252,Normal
blk_-2051219911597308805,Normal
blk_-9092685890953655332,Normal
blk_-524128780228307052,Normal
blk_-4473020641607592551,Normal
blk_4443043493758564822,Normal
blk_5118390778403008591,Normal
blk_-6350492516478706425,Normal
blk_2737505352081488746,Normal
blk_-9013487557842539661,Normal
blk_-8638442557570632582,Normal
blk_111759050707136656,Normal
blk_-7832937837605180330,Normal
blk_1407935810673971357,Normal
blk_-3671953658029337449,Normal
blk_-3922743468150895472,Normal
blk_2312679955495839894,Anomaly
blk_-1522998827901549925,Normal
blk_-8879979113392880065,Normal
blk_4471044334742081825,Normal
blk_-4334868513923498900,Normal
blk_7434237665308221519,Normal
blk_-8050165297538775793,Normal
blk_-3575718350717794894,Normal
blk_-6131345369657245178,Normal
blk_7985460426680885040,Normal
blk_3777389444004341563,Normal
blk_-4578850505370039622,Normal
blk_4513772639980123655,Normal
blk_2380775154966815858,Anomaly
blk_-4411589101766563890,Anomaly
blk_4893049344332234616,Normal
blk_-1345585044778938153,Anomaly
blk_2489882700357182381,Anomaly
blk_-9056748866943837167,Normal
blk_9131004320470011870,Normal
blk_1253515519191706153,Normal
blk_-8298519990603402919,Normal
blk_-337972286882621518,Normal
blk_-7985144765168396303,Normal
blk_-8225435781013159573,Normal
blk_-8838632285969241889,Normal
blk_-75893538967225087,Normal
blk_-4352313989800650828,Normal
blk_3924177422736829493,Normal
blk_-6841570414687342011,Normal
blk_-5773244829531118765,Normal
blk_-8923923031063738809,Normal
blk_9074726164158535746,Normal
blk_-5352085087037370841,Normal
blk_-7446091384471755694,Normal
blk_-8703611999267892995,Normal
blk_1411218759880637753,Normal
blk_-2268450354164990110,Normal
blk_-3622135859810774312,Normal
blk_-2667669005094349452,Normal
blk_-2935178173527646581,Normal
blk_805187982300776163,Normal
blk_5781791720343455145,Normal
blk_49420377461855719,Normal
blk_-805262942087665153,Normal
blk_8323519561483823145,Normal
blk_6888300867578983331,Anomaly
blk_-1800458850981311953,Normal
blk_-3253005280055520211,Normal
blk_2208589726473895860,Normal
blk_-6618090096819679591,Normal
blk_-7595375726951801956,Normal
blk_-6832799704680039005,Normal
blk_-1278725622357466169,Normal
blk_4777657900314457675,Normal
blk_-6464892000340112134,Normal
blk_-8435779070374485499,Normal
blk_6163400028286940197,Normal
blk_8993862241777591326,Normal
blk_4631777956354958682,Normal
blk_8452214765874767801,Normal
blk_-6750694665033046901,Normal
blk_5453150794205420798,Normal
blk_-2281067667503210140,Normal
blk_-6292499669518281202,Normal
blk_4834069779372284635,Normal
blk_-4424971182856566289,Normal
blk_5702487846232575705,Normal
blk_2040222317555585426,Normal
blk_-1693418636466747515,Normal
blk_-4681205519208992498,Normal
blk_-663653551898848389,Normal
blk_6373260430960091026,Normal
blk_7413830214932763926,Normal
blk_-5836693155656083066,Normal
blk_2953550760670423417,Normal
blk_-7228803354694123939,Normal
blk_5348548743130215090,Normal
blk_6329639726609402522,Normal
blk_6601059760261449131,Normal
blk_-8443921001690182522,Normal
blk_-5439682406172672049,Normal
blk_3735517274901501821,Normal
blk_-7492294065771709299,Normal
blk_8902425017314766082,Normal
blk_2215517976324634098,Normal
blk_1526403491950199810,Normal
blk_6400082566804273401,Normal
blk_5018797996887008111,Normal
blk_4989329877491629543,Normal
blk_8384967715738359346,Normal
blk_-6608350831463251448,Normal
blk_-3594701313167635091,Normal
blk_-566178736644429906,Normal
blk_7583807825342916938,Normal
blk_-5580322334454533924,Normal
blk_-997605125898553536,Normal
blk_7500282100357271699,Normal
blk_8087142318511408355,Normal
blk_-4510259260131940043,Normal
blk_2270593866672608129,Normal
blk_1838564958520120941,Normal
blk_-4380385204018751771,Normal
blk_-4347054230277727863,Normal
blk_3280859030919654043,Normal
blk_6685663454079607598,Normal
blk_-1067234447809438340,Normal
blk_-8121498678081035000,Normal
blk_-1096621677333075077,Normal
blk_-8657800226489501791,Normal
blk_2151150262081352617,Normal
blk_-6811828069408410657,Normal
blk_2537458728254532453,Normal
blk_-8597840983621849778,Normal
blk_5616920288053661280,Normal
blk_4967370797322420259,Normal
blk_5978265573904271474,Normal
blk_8393887138377503163,Normal
blk_-5203577173046267127,Normal
blk_-6538449588297475521,Normal
blk_-1155882018729560343,Normal
blk_3335012758760643328,Normal
blk_2154193600525549460,Normal
blk_-1937193099911148343,Normal
blk_-3366974935992288326,Normal
blk_-6448673813272428418,Normal
blk_-7200136644339435027,Normal
blk_-719178972315562824,Normal
blk_3408482260833769309,Normal
blk_4285859645577726288,Normal
blk_8879208244602324204,Normal
blk_9093176996492793041,Normal
blk_8736689095894369097,Normal
blk_-4833650023923869528,Normal
blk_6306622708327890839,Normal
blk_-5136849989188547884,Normal
blk_-8040559034239258688,Normal
blk_3351984198891394382,Normal
blk_6385574357371832424,Normal
blk_-3389135155401857220,Normal
blk_-7200400342436668240,Normal
blk_-7724282460846954976,Normal
blk_-2658615574293326723,Normal
blk_-1052513063506891954,Normal
blk_8406894133999850666,Normal
blk_7213990003235926706,Normal
blk_4506604798892399878,Normal
blk_8543991617360374935,Normal
blk_5537011318013544619,Normal
blk_7225301266481603731,Normal
blk_-2125743956855238111,Normal
blk_5740615689780260922,Normal
blk_1815340037591016775,Normal
blk_7159969052744592746,Normal
blk_8102707766842966459,Normal
blk_-4438918035940270891,Normal
blk_991075908349619367,Normal
blk_4389340532803855247,Normal
blk_3382627815322561484,Normal
blk_-4154362211643572668,Normal
blk_-8154516246083521409,Normal
blk_3813114133944383323,Anomaly
blk_-4875138366845786590,Normal
blk_338095650783321996,Normal
blk_7211071078501521087,Normal
blk_2508619583759354778,Normal
blk_-6759123807563555545,Normal
blk_1018961650823645078,Normal
blk_6449230045010995668,Normal
blk_-857151863616763327,Normal
blk_-8892080524136798472,Normal
blk_6123232805286187512,Normal
blk_6095704128062577668,Normal
blk_5580254744888391593,Normal
blk_3042818489384932576,Normal
blk_7237730029042141635,Normal
blk_-5194808114606613364,Normal
blk_-622218131799806364,Normal
blk_-4570173726231458270,Normal
blk_7240227881194993860,Normal
blk_-1067866602168873257,Normal
blk_-5195120009388265,Normal
blk_6413965758113058023,Normal
blk_7610838808763810123,Normal
blk_-6035411221441929663,Normal
blk_7275457888263057111,Normal
blk_118013751374560901,Normal
blk_3862032846413436284,Normal
blk_-2165930080589343952,Normal
blk_7079754042611867581,Normal
blk_6082535783543982566,Normal
blk_-582901062969027153,Normal
blk_6818232325322327288,Normal
blk_-6488701068659548195,Normal
blk_-7403541028238011236,Normal
blk_-1564644006975920581,Normal
blk_8029153852899017155,Normal
blk_8377661448601579317,Normal
blk_-5017273584996436939,Normal
blk_3706543205492061794,Normal
blk_-7318022361288598312,Normal
blk_-3610057702150392748,Normal
blk_-3039294462945223064,Normal
blk_8818706925296961012,Normal
blk_8345415947062862337,Normal
blk_-5415591001139074826,Normal
blk_-8298405680648445349,Normal
blk_6943254721518837570,Normal
blk_4367982328407767477,Normal
blk_8814943807366894581,Normal
blk_-5127580069634421247,Normal
blk_4633996820313194570,Normal
blk_-4393063808227796056,Normal
blk_-8754388319080705916,Normal
blk_6865645438678864855,Normal
blk_7234346856930822716,Normal
blk_-5784376901556131897,Normal
blk_7608961006114219538,Normal
blk_-6974693594143537436,Normal
blk_4029139044660806713,Normal
blk_-1717088081766373300,Normal
blk_963252337613423037,Normal
blk_-5954527587435406374,Normal
blk_-1312981516354612257,Normal
blk_446299976487589160,Normal
blk_-4809870147222033236,Normal
blk_-6802007379650646616,Normal
blk_-4358842839092719327,Normal
blk_7693891282153136044,Normal
blk_1489031087420498797,Normal
blk_4977937528993040451,Normal
blk_8823112510768971040,Normal
blk_765879159867598347,Normal
blk_5356427838869009345,Normal
blk_-4150682644311695471,Normal
blk_-9098645110390099509,Normal
blk_-7642734632751940776,Normal
blk_6077744985764117617,Normal
blk_-3916247521166632303,Normal
blk_7186692462976470823,Normal
blk_-5573393775847919985,Normal
blk_-615578808743808725,Normal
blk_6491888411266994867,Normal
blk_-7919006477393039068,Normal
blk_6036564204960295926,Normal
blk_4588471931728384541,Normal
blk_7720864196601815614,Normal
blk_-4930257130609958866,Normal
blk_1943146154560599630,Normal
blk_7112727670634942639,Normal
blk_1129715194117079802,Normal
blk_-1641081065757890722,Normal
blk_7963891081239759520,Normal
blk_118950937507976810,Normal
blk_3961831045048378097,Normal
blk_7463248820468902190,Normal
blk_-4043525878322523713,Normal
blk_1932147224007687756,Normal
blk_6690143611140381289,Normal
blk_425101290285860876,Normal
blk_1237334407720045724,Normal
blk_-3911466865418055820,Normal
blk_-6220821375880228145,Normal
blk_5505696082121135363,Normal
blk_2004177185950968695,Normal
blk_8699194381234371727,Normal
blk_-4405302133414008227,Normal
blk_-8389657728641837382,Normal
blk_8854625173826438305,Normal
blk_-5524899010031625427,Normal
blk_5677959846373741243,Normal
blk_6675543598756975559,Normal
blk_8992626816092659826,Normal
blk_-8364400144313355814,Normal
blk_7067050654303940677,Normal
blk_-5145508449157510071,Normal
blk_4041319486058127641,Normal
blk_-5120750586032922592,Normal
blk_-4253026248821272215,Normal
blk_3150135312641203550,Normal
blk_-9194660123773136535,Normal
blk_5680538862600094527,Normal
blk_9174833667156726933,Normal
blk_2107487634698646045,Normal
blk_-1932467763723526131,Normal
blk_3923069610304693233,Normal
blk_-1454962873426270839,Normal
blk_6108023147232847992,Normal
blk_-1782996202120067721,Normal
blk_3336810835691486095,Normal
blk_2860897425785746911,Normal
blk_1716344083117307767,Normal
blk_-8834022217832819265,Normal
blk_-5805500288959332434,Normal
blk_-5201149273969117873,Normal
blk_1587615395786683981,Normal
blk_4927011145115127531,Normal
blk_2698691234887375588,Normal
blk_1372596948297458670,Normal
blk_-6795664812575964130,Normal
blk_-7844092300527332901,Normal
blk_-6987238639050161133,Normal
blk_5872617224009342667,Normal
blk_-2081474832657208733,Normal
blk_-9076085976403711202,Normal
blk_5689009809369418749,Normal
blk_-8378747462487962732,Normal
blk_4877808040461609832,Normal
blk_2626057344048606017,Normal
blk_2473550781612396886,Normal
blk_6384439316405471171,Normal
blk_1577274266662884430,Normal
blk_8155177385081669900,Normal
blk_-5724970555730638200,Normal
blk_1247599917761164561,Normal
blk_3049351456771045311,Normal
blk_5072240701440032119,Normal
blk_8767569714374844347,Normal
blk_-1729755380346651221,Normal
blk_6207861897580168557,Normal
blk_3438772130782939627,Normal
blk_7602939593939794410,Normal
blk_61908781908925992,Normal
blk_-2965258329365213675,Normal
blk_2616961363639592748,Normal
blk_-5215128860160823363,Normal
blk_-760015977981369567,Normal
blk_-1306900105984505600,Normal
blk_-826920518336899809,Normal
blk_-4235116161537008844,Normal
blk_-9211699406261033878,Normal
blk_-3436382429367583573,Normal
blk_3300803097775546532,Normal
blk_2107477892986152528,Normal
blk_-3955287039966096707,Normal
blk_8296499240199635880,Normal
blk_-2654726224018724510,Normal
blk_2824047463816148563,Normal
blk_-5961895238114806886,Normal
blk_6708643067868168687,Normal
blk_-1379379987510648393,Normal
blk_-6950176077776664217,Normal
blk_-253282915050290778,Normal
blk_-4498808851217768984,Normal
blk_-7667535133893574689,Normal
blk_1858805942071850133,Normal
blk_4644812717442758529,Normal
blk_-3198963348573340497,Normal
blk_-7423574498760490375,Normal
blk_5183831565578080242,Normal
blk_2161580591957523893,Normal
blk_3248835454898465560,Normal
blk_3776895047834644694,Normal
blk_-66376131060945541,Normal
blk_-4124845864570823487,Normal
blk_8521306385156958668,Normal
blk_-6537833125980536955,Normal
blk_-5471189807977280544,Normal
blk_364441107933628577,Normal
blk_2920934363167004552,Normal
blk_-488462739843441981,Normal
blk_-3800132731140204959,Normal
blk_-1807424528783081572,Normal
blk_-9169228974826183399,Normal
blk_-4645750029177277209,Normal
blk_-5685246533892022418,Normal
blk_-7282356322111075290,Normal
blk_1606295458729964667,Normal
blk_1296823600557793869,Normal
blk_-5330522460969948971,Normal
blk_1077394056781488,Normal
blk_-7256345477493725857,Normal
blk_189089569009261656,Normal
blk_2657997043417110888,Normal
blk_-7109885589081848850,Normal
blk_4632283243694149854,Normal
blk_-6858401049333055963,Normal
blk_-4813738732036414715,Normal
blk_-9122557405432088649,Normal
blk_6054235487623373096,Normal
blk_-5136142986912961316,Normal
blk_-5435767047126325206,Normal
blk_2634772258588877972,Normal
blk_-8570780307468499817,Normal
blk_8521655806854586696,Normal
blk_3480684347183600958,Normal
blk_-323838382557775734,Normal
